underlying,underlying_last, exchange,optionroot,optionext,type,expiration,quotedate,strike,last,bid,ask,volume,openinterest,impliedvol,delta,gamma,theta,vega,optionalias
SPY,140.22,*,YAZ071222C00119000,,call,12/22/2007,12/01/2006,119,25.4,25.5,26.2,0,120,0.2011,0.8209,0.0079,-4.5626,33.0581,YAZLO
SPY,140.22,*,FYN071222C00120000,,call,12/22/2007,12/01/2006,120,23.6,24.9,25.3,0,6929,0.1978,0.8145,0.0083,-4.6222,33.989,FYNLD
SPY,140.22,*,YAZ071222C00121000,,call,12/22/2007,12/01/2006,121,17.8,23.8,24.6,0,30,0.1945,0.8078,0.0087,-4.6792,34.9375,YAZLQ
SPY,140.22,*,YAZ071222C00122000,,call,12/22/2007,12/01/2006,122,17.1,23,23.7,0,35,0.1913,0.8006,0.009,-4.7358,35.9161,YAZLR
SPY,140.22,*,YAZ071222C00123000,,call,12/22/2007,12/01/2006,123,16.4,22.1,22.9,0,20,0.1881,0.7932,0.0095,-4.7895,36.9107,YAZLS
SPY,140.22,*,YAZ071222C00124000,,call,12/22/2007,12/01/2006,124,0,21.3,22,0,0,0.185,0.7852,0.0099,-4.8423,37.9326,YAZLT
SPY,140.22,*,FYN071222C00125000,,call,12/22/2007,12/01/2006,125,20.8,20.8,21.1,0,9507,0.182,0.7768,0.0103,-4.8939,38.9793,FYNLE
SPY,140.22,*,YAZ071222C00126000,,call,12/22/2007,12/01/2006,126,19.3,19.7,20.5,0,280,0.179,0.7679,0.0108,-4.9417,40.0365,YAZLV
SPY,140.22,*,YAZ071222C00127000,,call,12/22/2007,12/01/2006,127,11.9,19.2,19.7,0,272,0.176,0.7586,0.0113,-4.9854,41.1019,YAZLW
SPY,140.22,*,YAZ071222C00128000,,call,12/22/2007,12/01/2006,128,13.5,18.4,18.8,0,511,0.1732,0.7487,0.0117,-5.0293,42.1939,YAZLX
SPY,140.22,*,YAZ071222C00129000,,call,12/22/2007,12/01/2006,129,17.3,17.6,18.1,0,200,0.1704,0.7383,0.0122,-5.0683,43.2863,YAZLY
SPY,140.22,*,FYN071222C00130000,,call,12/22/2007,12/01/2006,130,16.2,16.9,17.2,0,9373,0.1676,0.7274,0.0128,-5.102,44.3757,FYNLF
SPY,140.22,*,YAZ071222C00131000,,call,12/22/2007,12/01/2006,131,13.5,16.1,16.5,0,426,0.1649,0.7159,0.0133,-5.1322,45.466,YAZLA
SPY,140.22,*,YAZ071222C00132000,,call,12/22/2007,12/01/2006,132,14.5,15.3,15.8,0,1,0.1623,0.7037,0.0138,-5.1586,46.5503,YAZLB
SPY,140.22,*,YAZ071222C00133000,,call,12/22/2007,12/01/2006,133,11.49,14.6,15,0,6,0.1597,0.691,0.0144,-5.1783,47.6141,YAZLC
SPY,140.22,*,YAZ071222C00134000,,call,12/22/2007,12/01/2006,134,13.7,13.9,14.3,10,66,0.1572,0.6776,0.0149,-5.193,48.6569,YAZLD
SPY,140.22,*,FYN071222C00135000,,call,12/22/2007,12/01/2006,135,13.4,13.1,13.5,4,9951,0.1548,0.6636,0.0155,-5.2023,49.6694,FYNLG
SPY,140.22,*,YAZ071222C00136000,,call,12/22/2007,12/01/2006,136,10.5,12.5,12.9,0,10,0.1524,0.6489,0.016,-5.2035,50.6373,YAZLF
SPY,140.22,*,YAZ071222C00137000,,call,12/22/2007,12/01/2006,137,10.8,11.8,12.2,0,270,0.1501,0.6336,0.0165,-5.1981,51.5555,YAZLG
SPY,140.22,*,YAZ071222C00138000,,call,12/22/2007,12/01/2006,138,10.6,11.2,11.5,0,822,0.1478,0.6177,0.0171,-5.1834,52.4102,YAZLH
SPY,140.22,*,YAZ071222C00139000,,call,12/22/2007,12/01/2006,139,8.7,10.5,10.9,0,10,0.1456,0.6011,0.0176,-5.1612,53.1935,YAZLI
SPY,140.22,*,FYN071222C00140000,,call,12/22/2007,12/01/2006,140,9.5,9.9,10.1,10,21126,0.1435,0.5839,0.0181,-5.1311,53.8933,FYNLH
SPY,140.22,*,YAZ071222C00141000,,call,12/22/2007,12/01/2006,141,9.8,9.3,9.6,0,0,0.1414,0.5661,0.0186,-5.0902,54.4966,YAZLK
SPY,140.22,*,YAZ071222C00142000,,call,12/22/2007,12/01/2006,142,0,8.7,9,0,0,0.1394,0.5477,0.019,-5.0406,54.993,YAZLL
SPY,140.22,*,YAZ071222C00143000,,call,12/22/2007,12/01/2006,143,8.57,8.1,8.4,0,15,0.1374,0.5288,0.0194,-4.9796,55.3708,YAZLM
SPY,140.22,*,YAZ071222C00144000,,call,12/22/2007,12/01/2006,144,7.3,7.5,7.9,0,15,0.1355,0.5093,0.0198,-4.9092,55.6188,YAZLN
SPY,140.22,*,FYN071222C00145000,,call,12/22/2007,12/01/2006,145,7.1,7,7.2,0,27531,0.1336,0.4894,0.0201,-4.8269,55.7268,FYNLI
SPY,140.22,*,FYN071222C00150000,,call,12/22/2007,12/01/2006,150,4.8,4.6,4.8,0,13722,0.1253,0.3856,0.0207,-4.2694,53.8871,FYNLJ
SPY,140.22,*,FYN071222C00155000,,call,12/22/2007,12/01/2006,155,2.65,2.75,2.9,2,27193,0.1185,0.2821,0.0195,-3.4997,47.8876,FYNLK
SPY,140.22,*,FYN071222C00160000,,call,12/22/2007,12/01/2006,160,1.45,1.5,1.6,102,25294,0.1132,0.1903,0.0165,-2.636,38.665,FYNLZ
SPY,140.22,*,FYN071222C00170000,,call,12/22/2007,12/01/2006,170,0.25,0.25,0.4,0,1158,0.1072,0.07,0.0086,-1.1897,19.205,FYNLU
SPY,140.22,*,FYN071222C00180000,,call,12/22/2007,12/01/2006,180,0.1,0,0.1,0,12004,0.1072,0.0232,0.0035,-0.4719,7.8698,FYNLX
SPY,140.22,*,FYN071222C00190000,,call,12/22/2007,12/01/2006,190,0.05,0,0.1,0,19985,0.1132,0.0095,0.0016,-0.2266,3.6693,FYNLY
SPY,140.22,*,FYN071222P00060000,,put,12/22/2007,12/01/2006,60,0.05,0,0.05,0,3032,0.1776,0,0,0,0.0004,FYNXL
SPY,140.22,*,FYN071222P00065000,,put,12/22/2007,12/01/2006,65,0.05,0,0.1,0,3161,0.1776,0,0,-0.0002,0.0028,FYNXM
SPY,140.22,*,FYN071222P00070000,,put,12/22/2007,12/01/2006,70,0.1,0,0.1,0,10694,0.1776,0,0,-0.0012,0.016,FYNXN
SPY,140.22,*,FYN071222P00075000,,put,12/22/2007,12/01/2006,75,0.1,0,0.1,656,9651,0.1776,-0.0001,0,-0.0053,0.0684,FYNXO
SPY,140.22,*,FYN071222P00080000,,put,12/22/2007,12/01/2006,80,0.2,0.05,0.15,0,8970,0.1776,-0.0005,0.0001,-0.018,0.2346,FYNXP
SPY,140.22,*,FYN071222P00085000,,put,12/22/2007,12/01/2006,85,0.15,0.1,0.2,0,8120,0.1776,-0.0014,0.0002,-0.0506,0.6663,FYNXQ
SPY,140.22,*,FYN071222P00090000,,put,12/22/2007,12/01/2006,90,0.4,0.15,0.25,0,11251,0.1776,-0.0038,0.0004,-0.121,1.6112,FYNXR
SPY,140.22,*,FYN071222P00095000,,put,12/22/2007,12/01/2006,95,0.8,0.25,0.4,0,9512,0.1776,-0.0087,0.0009,-0.2514,3.3934,FYNXS
SPY,140.22,*,FYN071222P00100000,,put,12/22/2007,12/01/2006,100,0.35,0.45,0.55,0,35147,0.1776,-0.018,0.0017,-0.4625,6.343,FYNXT
SPY,140.22,*,FYN071222P00105000,,put,12/22/2007,12/01/2006,105,0.7,0.6,0.75,175,24007,0.1776,-0.0335,0.0029,-0.7649,10.687,FYNXA
SPY,140.22,*,FYN071222P00110000,,put,12/22/2007,12/01/2006,110,0.9,0.9,1,0,21328,0.1696,-0.0502,0.0042,-0.9889,14.816,FYNXB
SPY,140.22,*,FYN071222P00115000,,put,12/22/2007,12/01/2006,115,1.2,1.3,1.4,0,22392,0.1635,-0.0758,0.006,-1.2748,20.4066,FYNXC
SPY,140.22,*,YAZ071222P00119000,,put,12/22/2007,12/01/2006,119,2.9,1.65,1.9,0,760,0.16,-0.1048,0.0078,-1.5402,25.9343,YAZXO
SPY,140.22,*,FYN071222P00120000,,put,12/22/2007,12/01/2006,120,1.75,1.75,1.85,0,19394,0.1594,-0.1135,0.0083,-1.6114,27.4582,FYNXD
SPY,140.22,*,YAZ071222P00121000,,put,12/22/2007,12/01/2006,121,3.7,1.9,2.1,0,1255,0.1588,-0.1227,0.0088,-1.6814,29.0049,YAZXQ
SPY,140.22,*,YAZ071222P00122000,,put,12/22/2007,12/01/2006,122,2.05,2,2.25,0,1688,0.1583,-0.1325,0.0093,-1.7519,30.5887,YAZXR
SPY,140.22,*,YAZ071222P00123000,,put,12/22/2007,12/01/2006,123,0,2.15,2.4,0,5,0.1579,-0.143,0.0098,-1.8224,32.2013,YAZXS
SPY,140.22,*,YAZ071222P00124000,,put,12/22/2007,12/01/2006,124,2.5,2.3,2.55,0,3085,0.1575,-0.1539,0.0103,-1.8902,33.8154,YAZXT
SPY,140.22,*,FYN071222P00125000,,put,12/22/2007,12/01/2006,125,2.35,2.4,2.55,143,40747,0.1573,-0.1656,0.0109,-1.9592,35.458,FYNXE
SPY,140.22,*,YAZ071222P00126000,,put,12/22/2007,12/01/2006,126,0,2.6,2.85,0,1000,0.1571,-0.1778,0.0114,-2.0243,37.0833,YAZXV
SPY,140.22,*,YAZ071222P00127000,,put,12/22/2007,12/01/2006,127,5.3,2.75,3,0,102,0.157,-0.1906,0.0119,-2.0872,38.6983,YAZXW
SPY,140.22,*,YAZ071222P00128000,,put,12/22/2007,12/01/2006,128,3.5,2.95,3.2,0,76,0.157,-0.2039,0.0124,-2.1473,40.2915,YAZXX
SPY,140.22,*,YAZ071222P00129000,,put,12/22/2007,12/01/2006,129,3.8,3.1,3.4,0,1046,0.157,-0.2176,0.0128,-2.2018,41.8392,YAZXY
SPY,140.22,*,FYN071222P00130000,,put,12/22/2007,12/01/2006,130,3.5,3.3,3.5,12,19002,0.1572,-0.232,0.0133,-2.2548,43.3554,FYNXF
SPY,140.22,*,YAZ071222P00131000,,put,12/22/2007,12/01/2006,131,3.87,3.5,3.8,0,25,0.1574,-0.2467,0.0137,-2.301,44.8062,YAZXA
SPY,140.22,*,YAZ071222P00132000,,put,12/22/2007,12/01/2006,132,3.8,3.8,4.1,0,289,0.1577,-0.2618,0.0141,-2.3425,46.1931,YAZXB
SPY,140.22,*,YAZ071222P00133000,,put,12/22/2007,12/01/2006,133,4.3,4,4.3,0,151,0.158,-0.2772,0.0145,-2.3764,47.4994,YAZXC
SPY,140.22,*,YAZ071222P00134000,,put,12/22/2007,12/01/2006,134,4.7,4.3,4.5,0,1077,0.1585,-0.293,0.0148,-2.407,48.7314,YAZXD
SPY,140.22,*,FYN071222P00135000,,put,12/22/2007,12/01/2006,135,4.8,4.4,4.7,12,22819,0.159,-0.309,0.0151,-2.4296,49.8687,FYNXG
SPY,140.22,*,YAZ071222P00136000,,put,12/22/2007,12/01/2006,136,5.5,4.8,5.1,0,1363,0.1596,-0.3251,0.0154,-2.4461,50.9116,YAZXF
SPY,140.22,*,YAZ071222P00137000,,put,12/22/2007,12/01/2006,137,5.9,5.1,5.4,0,46,0.1603,-0.3414,0.0156,-2.4565,51.8551,YAZXG
SPY,140.22,*,YAZ071222P00138000,,put,12/22/2007,12/01/2006,138,6.2,5.4,5.7,0,640,0.1611,-0.3577,0.0158,-2.4607,52.6953,YAZXH
SPY,140.22,*,YAZ071222P00139000,,put,12/22/2007,12/01/2006,139,5.9,5.8,6.1,0,247,0.162,-0.374,0.0159,-2.4588,53.4302,YAZXI
SPY,140.22,*,FYN071222P00140000,,put,12/22/2007,12/01/2006,140,6.4,6.1,6.3,45,12236,0.1629,-0.3903,0.016,-2.4487,54.0584,FYNXH
SPY,140.22,*,YAZ071222P00141000,,put,12/22/2007,12/01/2006,141,6.3,6.5,6.8,0,120,0.1639,-0.4064,0.016,-2.4328,54.5819,YAZXK
SPY,140.22,*,YAZ071222P00142000,,put,12/22/2007,12/01/2006,142,6.9,6.9,7.2,0,30,0.165,-0.4223,0.0161,-2.4113,55.0026,YAZXL
SPY,140.22,*,YAZ071222P00143000,,put,12/22/2007,12/01/2006,143,7.8,7.3,7.7,0,500,0.1662,-0.4381,0.016,-2.3846,55.3233,YAZXM
SPY,140.22,*,YAZ071222P00144000,,put,12/22/2007,12/01/2006,144,0,7.8,8.2,0,0,0.1674,-0.4535,0.016,-2.3508,55.5483,YAZXN
SPY,140.22,*,FYN071222P00145000,,put,12/22/2007,12/01/2006,145,8.7,8.2,8.5,1123,1343,0.1687,-0.4687,0.0159,-2.3124,55.6822,FYNXI
SPY,140.22,*,FYN071222P00150000,,put,12/22/2007,12/01/2006,150,12.7,11.2,11.5,0,1073,0.1766,-0.5384,0.0151,-2.0686,55.1951,FYNXJ
SPY,140.22,*,FYN071222P00155000,,put,12/22/2007,12/01/2006,155,16.6,15.3,15.5,0,273,0.1864,-0.5966,0.0138,-1.7714,53.3879,FYNXK
SPY,140.22,*,FYN071222P00160000,,put,12/22/2007,12/01/2006,160,19.8,20.2,20.5,10,160,0.1982,-0.6425,0.0124,-1.4784,51.0307,FYNXZ
SPY,140.22,*,FYN071222P00170000,,put,12/22/2007,12/01/2006,170,0,30.1,30.7,0,0,0.2278,-0.7023,0.0099,-1.0523,46.6672,FYNXU
SPY,140.22,*,FYN071222P00180000,,put,12/22/2007,12/01/2006,180,39.6,40.1,40.4,0,297,0.2654,-0.7305,0.008,-0.9569,44.073,FYNXX
SPY,140.22,*,FYN071222P00190000,,put,12/22/2007,12/01/2006,190,49.6,50.1,50.5,0,159,0.3109,-0.7383,0.0067,-1.2328,43.2907,FYNXY
SPY,140.22,*,YAZ071231C00120000,,call,12/31/2007,12/01/2006,120,0,24.7,25.4,0,0,0.191,0.8197,0.0083,-4.4657,33.5616,YAZLP
SPY,140.22,*,YAZ071231C00125000,,call,12/31/2007,12/01/2006,125,0,20.6,21.3,0,1,0.1796,0.7782,0.0103,-4.8312,39.207,YAZLU
SPY,140.22,*,YAZ071231C00130000,,call,12/31/2007,12/01/2006,130,0,16.9,17.4,0,109,0.1683,0.7264,0.0126,-5.1011,44.9443,YAZLZ
SPY,140.22,*,YAZ071231C00135000,,call,12/31/2007,12/01/2006,135,0,13.2,13.7,0,3,0.1571,0.6625,0.0151,-5.2299,50.2847,YAZLE
SPY,140.22,*,YAZ071231C00140000,,call,12/31/2007,12/01/2006,140,0,9.9,10.3,0,26,0.1461,0.5849,0.0175,-5.1655,54.4544,YAZLJ
SPY,140.22,*,JCA071231C00145000,,call,12/31/2007,12/01/2006,145,0,7,7.4,0,5,0.1351,0.493,0.0196,-4.8472,56.3447,JCALO
SPY,140.22,*,YAZ071231P00120000,,put,12/31/2007,12/01/2006,120,0,1.75,2,0,1787,0.1758,-0.1337,0.0083,-1.9676,31.1237,YAZXP
SPY,140.22,*,YAZ071231P00125000,,put,12/31/2007,12/01/2006,125,0,2.45,2.7,41,6012,0.1664,-0.1771,0.0106,-2.1312,37.4129,YAZXU
SPY,140.22,*,YAZ071231P00130000,,put,12/31/2007,12/01/2006,130,0,3.3,3.6,0,1555,0.1581,-0.233,0.0131,-2.2239,43.9503,YAZXZ
SPY,140.22,*,YAZ071231P00135000,,put,12/31/2007,12/01/2006,135,0,4.5,4.8,0,68,0.1509,-0.3023,0.0156,-2.1919,49.9682,YAZXE
SPY,140.22,*,YAZ071231P00140000,,put,12/31/2007,12/01/2006,140,0,6.1,6.4,0,146,0.1448,-0.3841,0.0177,-1.9801,54.4401,YAZXJ
SPY,140.22,*,JCA071231P00145000,,put,12/31/2007,12/01/2006,145,0,8.2,8.6,0,953,0.1397,-0.4747,0.019,-1.5486,56.3393,JCAXO
SPY,140.22,*,CYY081220C00060000,,call,12/20/2008,12/01/2006,60,81,80,80.6,0,2114,0.5565,0.8583,0.0011,-0.563,24.0554,CYYLH
SPY,140.22,*,CYY081220C00065000,,call,12/20/2008,12/01/2006,65,66.2,75.4,76,0,649,0.522,0.8509,0.0012,-0.8527,26.2366,CYYLM
SPY,140.22,*,CYY081220C00070000,,call,12/20/2008,12/01/2006,70,64.5,70.8,71.3,0,801,0.4889,0.843,0.0014,-1.1198,28.4501,CYYLR
SPY,140.22,*,CYY081220C00075000,,call,12/20/2008,12/01/2006,75,65.1,66.3,66.9,0,787,0.4572,0.8347,0.0017,-1.3672,30.7132,CYYLW
SPY,140.22,*,CYY081220C00080000,,call,12/20/2008,12/01/2006,80,53.9,61.9,62.3,0,72,0.427,0.8257,0.0019,-1.5988,33.0526,CYYLB
SPY,140.22,*,CYY081220C00085000,,call,12/20/2008,12/01/2006,85,51.4,57.5,58.1,0,359,0.3981,0.816,0.0022,-1.8147,35.4797,CYYLG
SPY,140.22,*,CYY081220C00090000,,call,12/20/2008,12/01/2006,90,52.5,53.1,53.6,0,182,0.3707,0.8052,0.0025,-2.0194,38.0343,CYYLL
SPY,140.22,*,CYY081220C00095000,,call,12/20/2008,12/01/2006,95,48,48.8,49.5,0,475,0.3447,0.7932,0.0029,-2.2133,40.7389,CYYLQ
SPY,140.22,*,CYY081220C00100000,,call,12/20/2008,12/01/2006,100,43.9,44.5,45.1,0,187,0.3201,0.7796,0.0034,-2.3976,43.6233,CYYLV
SPY,140.22,*,CYY081220C00105000,,call,12/20/2008,12/01/2006,105,41.27,40.5,40.9,0,255,0.2969,0.764,0.0039,-2.5724,46.7151,CYYLA
SPY,140.22,*,CYY081220C00110000,,call,12/20/2008,12/01/2006,110,36.9,36.4,36.9,0,869,0.2751,0.746,0.0045,-2.7371,50.0349,CYYLF
SPY,140.22,*,CYY081220C00115000,,call,12/20/2008,12/01/2006,115,33.27,32.4,32.8,0,1104,0.2547,0.725,0.0052,-2.8897,53.5874,CYYLK
SPY,140.22,*,CYY081220C00120000,,call,12/20/2008,12/01/2006,120,28,28.5,29,0,1489,0.2358,0.7001,0.006,-3.0277,57.3541,CYYLP
SPY,140.22,*,CYY081220C00125000,,call,12/20/2008,12/01/2006,125,25,24.9,25.4,403,6024,0.2182,0.6707,0.007,-3.1423,61.2471,CYYLU
SPY,140.22,*,CYY081220C00130000,,call,12/20/2008,12/01/2006,130,21.1,21.3,21.8,280,4068,0.2021,0.6358,0.008,-3.228,65.1276,CYYLZ
SPY,140.22,*,CYY081220C00135000,,call,12/20/2008,12/01/2006,135,18,18,18.3,1350,6389,0.1874,0.5946,0.0091,-3.2721,68.7336,CYYLE
SPY,140.22,*,CYY081220C00140000,,call,12/20/2008,12/01/2006,140,14.6,15,15.2,1342,15983,0.1741,0.5467,0.0102,-3.2617,71.6824,CYYLJ
SPY,140.22,*,CYY081220C00145000,,call,12/20/2008,12/01/2006,145,12.6,12.1,12.4,0,5752,0.1622,0.492,0.0112,-3.1835,73.4684,CYYLO
SPY,140.22,*,CYY081220C00150000,,call,12/20/2008,12/01/2006,150,9.5,9.5,9.9,2,9945,0.1517,0.4313,0.012,-3.0273,73.5225,CYYLT
SPY,140.22,*,CYY081220C00155000,,call,12/20/2008,12/01/2006,155,7.45,7.3,7.5,0,11820,0.1426,0.3667,0.0124,-2.7908,71.3482,CYYLY
SPY,140.22,*,CYY081220C00160000,,call,12/20/2008,12/01/2006,160,5.3,5.4,5.6,0,12305,0.135,0.3013,0.0122,-2.4856,66.7351,CYYLD
SPY,140.22,*,CYY081220C00180000,,call,12/20/2008,12/01/2006,180,1.2,1.15,1.35,34,40064,0.1185,0.1009,0.0073,-1.1277,34.6853,CYYLX
SPY,140.22,*,CYY081220C00190000,,call,12/20/2008,12/01/2006,190,0.5,0.4,0.55,7,10548,0.1187,0.0564,0.0047,-0.7214,22.3975,CYYLI
SPY,140.22,*,CYY081220C00195000,,call,12/20/2008,12/01/2006,195,0.3,0.2,0.35,0,1009,0.1209,0.0443,0.0038,-0.6038,18.5153,CYYLS
SPY,140.22,*,CYY081220C00200000,,call,12/20/2008,12/01/2006,200,0.2,0.15,0.25,0,6391,0.1246,0.0369,0.0032,-0.5329,15.9552,CYYLN
SPY,140.22,*,CYY081220P00060000,,put,12/20/2008,12/01/2006,60,0.1,0.05,0.15,0,1161,0.1796,-0.0002,0,-0.0059,0.1444,CYYXH
SPY,140.22,*,CYY081220P00065000,,put,12/20/2008,12/01/2006,65,0.3,0,0.15,0,70,0.1796,-0.0006,0.0001,-0.0167,0.4128,CYYXM
SPY,140.22,*,CYY081220P00070000,,put,12/20/2008,12/01/2006,70,0.4,0.1,0.25,0,1099,0.1796,-0.0015,0.0001,-0.04,1.0012,CYYXR
SPY,140.22,*,CYY081220P00075000,,put,12/20/2008,12/01/2006,75,0.25,0.15,0.3,0,682,0.1796,-0.0035,0.0003,-0.084,2.12,CYYXW
SPY,140.22,*,CYY081220P00080000,,put,12/20/2008,12/01/2006,80,0.4,0.3,0.45,0,4292,0.1796,-0.0073,0.0006,-0.157,4.0074,CYYXB
SPY,140.22,*,CYY081220P00085000,,put,12/20/2008,12/01/2006,85,0.45,0.45,0.6,0,6466,0.1796,-0.0135,0.0009,-0.2662,6.8826,CYYXG
SPY,140.22,*,CYY081220P00090000,,put,12/20/2008,12/01/2006,90,0.75,0.7,0.8,5,7035,0.1796,-0.0232,0.0015,-0.4153,10.8926,CYYXL
SPY,140.22,*,CYY081220P00095000,,put,12/20/2008,12/01/2006,95,1.05,0.9,1.05,0,1407,0.1796,-0.0372,0.0022,-0.6028,16.0696,CYYXQ
SPY,140.22,*,CYY081220P00100000,,put,12/20/2008,12/01/2006,100,1.25,1.2,1.35,0,2822,0.1714,-0.0496,0.0029,-0.7113,20.2329,CYYXV
SPY,140.22,*,CYY081220P00105000,,put,12/20/2008,12/01/2006,105,1.6,1.6,1.75,400,6914,0.1645,-0.0665,0.0038,-0.8402,25.4515,CYYXA
SPY,140.22,*,CYY081220P00110000,,put,12/20/2008,12/01/2006,110,1.9,2.1,2.3,0,11440,0.1592,-0.0898,0.005,-0.9912,31.8611,CYYXF
SPY,140.22,*,CYY081220P00115000,,put,12/20/2008,12/01/2006,115,2.9,2.7,2.9,0,4449,0.1553,-0.1203,0.0063,-1.1535,39.269,CYYXK
SPY,140.22,*,CYY081220P00120000,,put,12/20/2008,12/01/2006,120,3.5,3.5,3.7,0,13052,0.1529,-0.1591,0.0077,-1.314,47.296,CYYXP
SPY,140.22,*,CYY081220P00125000,,put,12/20/2008,12/01/2006,125,4.4,4.3,4.6,94,18596,0.152,-0.2059,0.009,-1.4524,55.2732,CYYXU
SPY,140.22,*,CYY081220P00130000,,put,12/20/2008,12/01/2006,130,5.3,5.5,5.7,0,27198,0.1525,-0.2591,0.0101,-1.5465,62.3973,CYYXZ
SPY,140.22,*,CYY081220P00135000,,put,12/20/2008,12/01/2006,135,6.8,6.8,7.1,0,11157,0.1546,-0.3161,0.0109,-1.5832,67.9984,CYYXE
SPY,140.22,*,CYY081220P00140000,,put,12/20/2008,12/01/2006,140,8.8,8.5,8.7,73,8016,0.158,-0.3734,0.0112,-1.5528,71.6816,CYYXJ
SPY,140.22,*,CYY081220P00145000,,put,12/20/2008,12/01/2006,145,11.3,10.5,10.8,0,4021,0.163,-0.4278,0.0112,-1.4651,73.4638,CYYXO
SPY,140.22,*,CYY081220P00150000,,put,12/20/2008,12/01/2006,150,13.5,13,13.5,1050,2054,0.1694,-0.477,0.0108,-1.3322,73.67,CYYXT
SPY,140.22,*,CYY081220P00155000,,put,12/20/2008,12/01/2006,155,17.2,16.2,16.6,1,2322,0.1773,-0.5193,0.0102,-1.1742,72.7864,CYYXY
SPY,140.22,*,CYY081220P00160000,,put,12/20/2008,12/01/2006,160,20.5,20.2,20.8,0,568,0.1867,-0.5542,0.0095,-1.0097,71.3077,CYYXD
SPY,140.22,*,CYY081220P00180000,,put,12/20/2008,12/01/2006,180,53.8,40.1,40.6,0,0,0.2389,-0.6298,0.0068,-0.5374,65.7167,CYYXX
SPY,140.22,*,CYY081220P00190000,,put,12/20/2008,12/01/2006,190,49.7,50,50.5,0,10,0.2739,-0.6394,0.0059,-0.5073,64.7654,CYYXI
SPY,140.22,*,CYY081220P00195000,,put,12/20/2008,12/01/2006,195,63.8,55,55.7,0,0,0.2739,-0.6603,0.0057,-0.1184,62.48,CYYXS
SPY,140.22,*,CYY081220P00200000,,put,12/20/2008,12/01/2006,200,64,59.9,60.5,0,1,0.2739,-0.68,0.0054,0.28,60.0763,CYYXN
SPY,141.29,*,SWV061216C00060000,,call,12/16/2006,12/04/2006,60,80.6,81.3,81.5,0,1964,0.5652,0.998,0,5.7481,0,SWVLH
SPY,141.29,*,SWV061216C00065000,,call,12/16/2006,12/04/2006,65,75.5,76.3,76.5,0,1446,0.5652,0.998,0,5.4805,0,SWVLM
SPY,141.29,*,SZC061216C00070000,,call,12/16/2006,12/04/2006,70,70.4,71.3,71.5,115,1218,0.5652,0.998,0,5.213,0,SZCLR
SPY,141.29,*,SZC061216C00075000,,call,12/16/2006,12/04/2006,75,65.4,66.3,66.5,84,710,0.5652,0.998,0,4.9454,0,SZCLW
SPY,141.29,*,SZC061216C00080000,,call,12/16/2006,12/04/2006,80,60.4,61.3,61.5,54,1542,0.5652,0.998,0,4.6779,0,SZCLB
SPY,141.29,*,SZC061216C00085000,,call,12/16/2006,12/04/2006,85,55.4,56.3,56.5,63,3687,0.5652,0.998,0,4.4101,0,SZCLG
SPY,141.29,*,SZC061216C00088000,,call,12/16/2006,12/04/2006,88,52.4,53.3,53.6,189,1123,0.5652,0.998,0,4.2489,0.0001,SZCLJ
SPY,141.29,*,SZC061216C00089000,,call,12/16/2006,12/04/2006,89,51.4,52.3,52.6,84,483,0.5652,0.998,0,4.1947,0.0002,SZCLK
SPY,141.29,*,SWG061216C00090000,,call,12/16/2006,12/04/2006,90,50.4,51.3,51.5,105,5442,0.5652,0.998,0,4.1402,0.0003,SWGLL
SPY,141.29,*,SWG061216C00091000,,call,12/16/2006,12/04/2006,91,43.5,50.3,50.5,0,622,0.5652,0.998,0,4.085,0.0005,SWGLM
SPY,141.29,*,SWG061216C00092000,,call,12/16/2006,12/04/2006,92,39.8,49.3,49.5,0,38,0.5652,0.998,0,4.0288,0.0008,SWGLN
SPY,141.29,*,SWG061216C00093000,,call,12/16/2006,12/04/2006,93,47.5,48.3,48.5,0,318,0.5652,0.998,0,3.9712,0.0012,SWGLO
SPY,141.29,*,SWG061216C00094000,,call,12/16/2006,12/04/2006,94,46.5,47.3,47.6,0,223,0.5652,0.998,0,3.9114,0.0019,SWGLP
SPY,141.29,*,SWG061216C00095000,,call,12/16/2006,12/04/2006,95,40.9,46.3,46.6,0,3684,0.5652,0.998,0,3.8486,0.0029,SWGLQ
SPY,141.29,*,SWG061216C00096000,,call,12/16/2006,12/04/2006,96,44.5,45.3,45.6,0,1034,0.5652,0.998,0,3.7812,0.0044,SWGLR
SPY,141.29,*,SWG061216C00097000,,call,12/16/2006,12/04/2006,97,43.5,44.3,44.6,0,1785,0.5652,0.998,0,3.7076,0.0066,SWGLS
SPY,141.29,*,SWG061216C00098000,,call,12/16/2006,12/04/2006,98,42.5,43.3,43.6,0,1142,0.5652,0.9979,0,3.6254,0.0098,SWGLT
SPY,141.29,*,SWG061216C00099000,,call,12/16/2006,12/04/2006,99,41.6,42.3,42.6,0,642,0.5652,0.9979,0,3.5313,0.0142,SWGLU
SPY,141.29,*,SWG061216C00100000,,call,12/16/2006,12/04/2006,100,41.5,41.3,41.6,100,4506,0.5652,0.9978,0.0001,3.4216,0.0204,SWGLV
SPY,141.29,*,SWG061216C00101000,,call,12/16/2006,12/04/2006,101,39.7,40.3,40.6,0,1043,0.5652,0.9977,0.0001,3.291,0.0289,SWGLW
SPY,141.29,*,SWG061216C00102000,,call,12/16/2006,12/04/2006,102,31.4,39.3,39.6,0,373,0.5652,0.9976,0.0001,3.1335,0.0403,SWGLX
