underlying,underlying_last, exchange,optionroot,optionext,type,expiration,quotedate,strike,last,bid,ask,volume,openinterest,impliedvol,delta,gamma,theta,vega,optionalias
SPY,140.22,*,SWV061216C00060000,,call,12/16/2006,12/01/2006,60,79.5,80.1,80.4,65,2011,0.3636,0.9977,0,4.8297,0,SWVLH
SPY,140.22,*,SWV061216C00065000,,call,12/16/2006,12/01/2006,65,75.5,75.1,75.4,0,1446,0.3636,0.9977,0,4.5622,0,SWVLM
SPY,140.22,*,SZC061216C00070000,,call,12/16/2006,12/01/2006,70,69.5,70.1,70.4,41,1218,0.3636,0.9977,0,4.2948,0,SZCLR
SPY,140.22,*,SZC061216C00075000,,call,12/16/2006,12/01/2006,75,65.1,65.1,65.4,18,697,0.3636,0.9977,0,4.0273,0,SZCLW
SPY,140.22,*,SZC061216C00080000,,call,12/16/2006,12/01/2006,80,60.1,60.1,60.4,18,1524,0.3636,0.9977,0,3.7599,0,SZCLB
SPY,140.22,*,SZC061216C00085000,,call,12/16/2006,12/01/2006,85,41.7,55.1,55.4,0,3687,0.3636,0.9977,0,3.4924,0,SZCLG
SPY,140.22,*,SZC061216C00088000,,call,12/16/2006,12/01/2006,88,52.6,52.1,52.4,0,1123,0.3636,0.9977,0,3.332,0,SZCLJ
SPY,140.22,*,SZC061216C00089000,,call,12/16/2006,12/01/2006,89,45.5,51.1,51.4,0,483,0.3636,0.9977,0,3.2785,0,SZCLK
SPY,140.22,*,SWG061216C00090000,,call,12/16/2006,12/01/2006,90,50,50.1,50.4,0,5442,0.3636,0.9977,0,3.225,0,SWGLL
SPY,140.22,*,SWG061216C00091000,,call,12/16/2006,12/01/2006,91,43.5,49.1,49.4,0,622,0.3636,0.9977,0,3.1715,0,SWGLM
SPY,140.22,*,SWG061216C00092000,,call,12/16/2006,12/01/2006,92,39.8,48.1,48.4,0,38,0.3636,0.9977,0,3.118,0,SWGLN
SPY,140.22,*,SWG061216C00093000,,call,12/16/2006,12/01/2006,93,47.5,47.1,47.4,18,308,0.3636,0.9977,0,3.0645,0,SWGLO
SPY,140.22,*,SWG061216C00094000,,call,12/16/2006,12/01/2006,94,46.5,46.1,46.4,18,223,0.3636,0.9977,0,3.011,0,SWGLP
SPY,140.22,*,SWG061216C00095000,,call,12/16/2006,12/01/2006,95,40.9,45.1,45.4,0,3684,0.3636,0.9977,0,2.9575,0,SWGLQ
SPY,140.22,*,SWG061216C00096000,,call,12/16/2006,12/01/2006,96,44.5,44.2,44.4,18,1034,0.3636,0.9977,0,2.904,0,SWGLR
SPY,140.22,*,SWG061216C00097000,,call,12/16/2006,12/01/2006,97,43.5,43.1,43.4,18,1785,0.3636,0.9977,0,2.8505,0,SWGLS
SPY,140.22,*,SWG061216C00098000,,call,12/16/2006,12/01/2006,98,42.5,42.2,42.4,18,1142,0.3636,0.9977,0,2.7969,0,SWGLT
SPY,140.22,*,SWG061216C00099000,,call,12/16/2006,12/01/2006,99,41.6,41.2,41.4,18,660,0.3636,0.9977,0,2.7432,0.0001,SWGLU
SPY,140.22,*,SWG061216C00100000,,call,12/16/2006,12/01/2006,100,40.8,40.2,40.4,0,4506,0.3636,0.9977,0,2.6894,0.0002,SWGLV
SPY,140.22,*,SWG061216C00101000,,call,12/16/2006,12/01/2006,101,38.6,39.2,39.4,36,1061,0.3636,0.9977,0,2.6353,0.0003,SWGLW
SPY,140.22,*,SWG061216C00102000,,call,12/16/2006,12/01/2006,102,31.4,38.2,38.4,0,373,0.3636,0.9977,0,2.5806,0.0006,SWGLX
SPY,140.22,*,SWG061216C00103000,,call,12/16/2006,12/01/2006,103,37.5,37.2,37.4,36,680,0.3636,0.9977,0,2.525,0.001,SWGLY
SPY,140.22,*,SWG061216C00104000,,call,12/16/2006,12/01/2006,104,34.5,36.2,36.4,0,120,0.3636,0.9977,0,2.468,0.0018,SWGLZ
SPY,140.22,*,SWG061216C00105000,,call,12/16/2006,12/01/2006,105,35.6,35.2,35.4,0,1600,0.3636,0.9977,0,2.4085,0.0031,SWGLA
SPY,140.22,*,SWG061216C00106000,,call,12/16/2006,12/01/2006,106,34.6,34.2,34.5,0,497,0.3636,0.9977,0,2.3453,0.0052,SWGLB
SPY,140.22,*,SWG061216C00107000,,call,12/16/2006,12/01/2006,107,31.8,33.2,33.5,0,511,0.3636,0.9977,0,2.2762,0.0085,SWGLC
SPY,140.22,*,SWG061216C00108000,,call,12/16/2006,12/01/2006,108,30,32.2,32.5,0,196,0.3636,0.9976,0,2.1984,0.0138,SWGLD
SPY,140.22,*,SWG061216C00109000,,call,12/16/2006,12/01/2006,109,30.3,31.2,31.5,0,816,0.3636,0.9975,0.0001,2.1077,0.0218,SWGLE
SPY,140.22,*,SPY061216C00110000,,call,12/16/2006,12/01/2006,110,28.8,30.2,30.5,0,3264,0.3636,0.9974,0.0001,1.9984,0.0338,SPYLF
SPY,140.22,*,SPY061216C00111000,,call,12/16/2006,12/01/2006,111,27.4,29.2,29.5,0,1047,0.3636,0.9972,0.0002,1.8632,0.0515,SPYLG
SPY,140.22,*,SPY061216C00112000,,call,12/16/2006,12/01/2006,112,26.4,28.2,28.5,0,781,0.3636,0.9969,0.0003,1.6923,0.0768,SPYLH
SPY,140.22,*,SPY061216C00113000,,call,12/16/2006,12/01/2006,113,25.6,27.2,27.5,0,913,0.3636,0.9965,0.0004,1.4736,0.1125,SPYLI
SPY,140.22,*,SPY061216C00114000,,call,12/16/2006,12/01/2006,114,25.9,26.2,26.5,0,1167,0.3636,0.9959,0.0006,1.192,0.1617,SPYLJ
SPY,140.22,*,SPY061216C00115000,,call,12/16/2006,12/01/2006,115,24.8,25.2,25.5,1,6962,0.3636,0.9951,0.0008,0.8297,0.2283,SPYLK
SPY,140.22,*,SPY061216C00116000,,call,12/16/2006,12/01/2006,116,23.9,24.2,24.5,0,2553,0.3636,0.9939,0.0011,0.3662,0.3168,SPYLL
SPY,140.22,*,SPY061216C00117000,,call,12/16/2006,12/01/2006,117,21.6,23.2,23.5,0,1769,0.3636,0.9923,0.0015,-0.2218,0.4322,SPYLM
SPY,140.22,*,SPY061216C00118000,,call,12/16/2006,12/01/2006,118,22.7,22.2,22.5,0,1561,0.3636,0.9902,0.0021,-0.9593,0.5797,SPYLN
SPY,140.22,*,RQQ061216C00119000,,call,12/16/2006,12/01/2006,119,0.05,21.2,21.5,0,1027,0.3636,0.9874,0.0027,-1.8724,0.7652,RQQLO
SPY,140.22,*,RQQ061216C00120000,,call,12/16/2006,12/01/2006,120,18.3,20.2,20.5,0,52,0.3636,0.9837,0.0035,-2.9867,0.9941,RQQLP
SPY,140.22,*,RQQ061216C00121000,,call,12/16/2006,12/01/2006,121,17.9,19.2,19.5,0,984,0.3636,0.979,0.0045,-4.3264,1.2716,RQQLQ
SPY,140.22,*,RQQ061216C00122000,,call,12/16/2006,12/01/2006,122,16.4,18.2,18.5,0,356,0.3636,0.9731,0.0057,-5.9119,1.6021,RQQLR
SPY,140.22,*,RQQ061216C00123000,,call,12/16/2006,12/01/2006,123,15.5,17.2,17.5,0,2081,0.3636,0.9658,0.0071,-7.7586,1.989,RQQLS
SPY,140.22,*,RQQ061216C00124000,,call,12/16/2006,12/01/2006,124,14.4,16.2,16.5,0,1392,0.3636,0.9569,0.0087,-9.8742,2.4339,RQQLT
SPY,140.22,*,RQQ061216C00125000,,call,12/16/2006,12/01/2006,125,13.5,15.2,15.5,0,2760,0.3496,0.9524,0.0098,-10.4474,2.6477,RQQLU
SPY,140.22,*,RQQ061216C00126000,,call,12/16/2006,12/01/2006,126,12.5,14.2,14.5,0,2145,0.3359,0.9471,0.0112,-11.0957,2.8943,RQQLV
SPY,140.22,*,RQQ061216C00127000,,call,12/16/2006,12/01/2006,127,13.6,13.2,13.5,478,1690,0.3226,0.9407,0.0128,-11.8411,3.1815,RQQLW
SPY,140.22,*,RQQ061216C00128000,,call,12/16/2006,12/01/2006,128,10.8,12.2,12.5,0,1645,0.3096,0.9329,0.0147,-12.6796,3.5135,RQQLX
SPY,140.22,*,RQQ061216C00129000,,call,12/16/2006,12/01/2006,129,11.6,11.2,11.5,14,2421,0.2969,0.9236,0.017,-13.6189,3.8972,RQQLY
SPY,140.22,*,SFB061216C00130000,,call,12/16/2006,12/01/2006,130,0,10.4,10.6,59,29216,0.2845,0.9123,0.0198,-14.665,4.34,SFBLZ
SPY,140.22,*,SFB061216C00131000,,call,12/16/2006,12/01/2006,131,0,9.4,9.6,36,12968,0.2725,0.8984,0.0231,-15.8366,4.8519,SFBLA
SPY,140.22,*,SFB061216C00132000,,call,12/16/2006,12/01/2006,132,0,8.4,8.6,28,28870,0.2608,0.8813,0.027,-17.1149,5.4366,SFBLB
SPY,140.22,*,SFB061216C00133000,,call,12/16/2006,12/01/2006,133,0,7.4,7.7,27,12456,0.2494,0.8605,0.0317,-18.4864,6.0978,SFBLC
SPY,140.22,*,SFB061216C00134000,,call,12/16/2006,12/01/2006,134,0,6.4,6.6,18,8183,0.2384,0.8348,0.0371,-19.9386,6.837,SFBLD
SPY,140.22,*,SFB061216C00135000,,call,12/16/2006,12/01/2006,135,0,5.5,5.7,104,60011,0.2277,0.8033,0.0435,-21.4038,7.6414,SFBLE
SPY,140.22,*,SFB061216C00136000,,call,12/16/2006,12/01/2006,136,0,4.5,4.7,287,11474,0.2173,0.7649,0.0506,-22.8004,8.4878,SFBLF
SPY,140.22,*,SFB061216C00137000,,call,12/16/2006,12/01/2006,137,0,3.6,3.8,639,21144,0.2073,0.7182,0.0583,-24.0252,9.3351,SFBLG
SPY,140.22,*,SFB061216C00138000,,call,12/16/2006,12/01/2006,138,0,2.7,2.9,1482,23009,0.1976,0.6625,0.0663,-24.9,10.1126,SFBLH
SPY,140.22,*,SFB061216C00139000,,call,12/16/2006,12/01/2006,139,0,1.95,2.05,3959,73443,0.1882,0.5969,0.0738,-25.226,10.723,SFBLI
SPY,140.22,*,SFB061216C00140000,,call,12/16/2006,12/01/2006,140,0,1.25,1.3,14784,54187,0.1791,0.5218,0.0798,-24.7861,11.0419,SFBLJ
SPY,140.22,*,SFB061216C00141000,,call,12/16/2006,12/01/2006,141,0,0.7,0.75,12145,30102,0.1704,0.4386,0.0831,-23.4029,10.9335,SFBLK
SPY,140.22,*,SFB061216C00142000,,call,12/16/2006,12/01/2006,142,0,0.3,0.4,3830,23940,0.162,0.3506,0.0822,-20.966,10.2836,SFBLL
SPY,140.22,*,SFB061216C00143000,,call,12/16/2006,12/01/2006,143,0,0.1,0.2,727,13574,0.154,0.2628,0.0761,-17.5715,9.0522,SFBLM
SPY,140.22,*,SFB061216C00144000,,call,12/16/2006,12/01/2006,144,0,0,0.1,1909,11193,0.1462,0.1813,0.0648,-13.5028,7.3178,SFBLN
SPY,140.22,*,SFB061216C00145000,,call,12/16/2006,12/01/2006,145,0,0,0.05,1785,20464,0.1388,0.1128,0.0496,-9.3228,5.3161,SFBLO
SPY,140.22,*,SFB061216C00146000,,call,12/16/2006,12/01/2006,146,0.05,0,0.05,0,11572,0.1318,0.0617,0.0332,-5.6376,3.3824,SFBLP
SPY,140.22,*,SFB061216C00147000,,call,12/16/2006,12/01/2006,147,0.04,0,0.05,0,5023,0.125,0.0287,0.0188,-2.8776,1.8191,SFBLQ
SPY,140.22,*,SFB061216C00148000,,call,12/16/2006,12/01/2006,148,0.02,0,0.05,0,3039,0.1186,0.0109,0.0087,-1.2005,0.7993,SFBLR
SPY,140.22,*,SFB061216C00149000,,call,12/16/2006,12/01/2006,149,0.03,0,0.05,0,973,0.1186,0.0049,0.0043,-0.5977,0.3978,SFBLS
SPY,140.22,*,SYH061216C00150000,,call,12/16/2006,12/01/2006,150,0.05,0,0.05,0,9720,0.1186,0.0021,0.002,-0.2756,0.1834,SYHLT
SPY,140.22,*,SYH061216C00155000,,call,12/16/2006,12/01/2006,155,0.05,0,0.05,0,6393,0.1186,0,0,-0.0019,0.0013,SYHLY
SPY,140.22,*,SYH061216C00160000,,call,12/16/2006,12/01/2006,160,0.05,0,0.05,0,4902,0.1186,0,0,0,0,SYHLD
SPY,140.22,*,SWV061216P00060000,,put,12/16/2006,12/01/2006,60,0.05,0,0.05,0,2081,0.2793,0,0,0,0,SWVXH
SPY,140.22,*,SWV061216P00065000,,put,12/16/2006,12/01/2006,65,0.05,0,0.05,0,2518,0.2793,0,0,0,0,SWVXM
SPY,140.22,*,SZC061216P00070000,,put,12/16/2006,12/01/2006,70,0.05,0,0.05,0,2873,0.2793,0,0,0,0,SZCXR
SPY,140.22,*,SZC061216P00075000,,put,12/16/2006,12/01/2006,75,0.05,0,0.05,0,6123,0.2793,0,0,0,0,SZCXW
SPY,140.22,*,SZC061216P00080000,,put,12/16/2006,12/01/2006,80,0.05,0,0.05,0,7504,0.2793,0,0,0,0,SZCXB
SPY,140.22,*,SZC061216P00085000,,put,12/16/2006,12/01/2006,85,0.05,0,0.05,0,5504,0.2793,0,0,0,0,SZCXG
SPY,140.22,*,SZC061216P00088000,,put,12/16/2006,12/01/2006,88,0.1,0,0.05,0,5502,0.2793,0,0,0,0,SZCXJ
SPY,140.22,*,SZC061216P00089000,,put,12/16/2006,12/01/2006,89,0.05,0,0.05,0,451,0.2793,0,0,0,0,SZCXK
SPY,140.22,*,SWG061216P00090000,,put,12/16/2006,12/01/2006,90,0.05,0,0.05,0,15483,0.2793,0,0,0,0,SWGXL
SPY,140.22,*,SWG061216P00091000,,put,12/16/2006,12/01/2006,91,0.05,0,0.05,0,1842,0.2793,0,0,0,0,SWGXM
SPY,140.22,*,SWG061216P00092000,,put,12/16/2006,12/01/2006,92,0.02,0,0.05,0,531,0.2793,0,0,0,0,SWGXN
SPY,140.22,*,SWG061216P00093000,,put,12/16/2006,12/01/2006,93,0.05,0,0.05,0,252,0.2793,0,0,0,0,SWGXO
SPY,140.22,*,SWG061216P00094000,,put,12/16/2006,12/01/2006,94,0.05,0,0.05,0,556,0.2793,0,0,0,0,SWGXP
SPY,140.22,*,SWG061216P00095000,,put,12/16/2006,12/01/2006,95,0.05,0,0.05,0,7558,0.2793,0,0,0,0,SWGXQ
SPY,140.22,*,SWG061216P00096000,,put,12/16/2006,12/01/2006,96,0.08,0,0.05,0,1589,0.2793,0,0,0,0,SWGXR
SPY,140.22,*,SWG061216P00097000,,put,12/16/2006,12/01/2006,97,0.1,0,0.05,0,699,0.2793,0,0,0,0,SWGXS
SPY,140.22,*,SWG061216P00098000,,put,12/16/2006,12/01/2006,98,0.1,0,0.05,0,1031,0.2793,0,0,0,0,SWGXT
SPY,140.22,*,SWG061216P00099000,,put,12/16/2006,12/01/2006,99,0.1,0,0.05,0,858,0.2793,0,0,0,0,SWGXU
SPY,140.22,*,SWG061216P00100000,,put,12/16/2006,12/01/2006,100,0.05,0,0.05,0,11092,0.2793,0,0,0,0,SWGXV
SPY,140.22,*,SWG061216P00101000,,put,12/16/2006,12/01/2006,101,0.1,0,0.05,0,662,0.2793,0,0,0,0,SWGXW
SPY,140.22,*,SWG061216P00102000,,put,12/16/2006,12/01/2006,102,0.1,0,0.05,0,183,0.2793,0,0,0,0,SWGXX
SPY,140.22,*,SWG061216P00103000,,put,12/16/2006,12/01/2006,103,0.05,0,0.05,0,636,0.2793,0,0,0,0,SWGXY
SPY,140.22,*,SWG061216P00104000,,put,12/16/2006,12/01/2006,104,0.1,0,0.05,0,5579,0.2793,0,0,0,0,SWGXZ
SPY,140.22,*,SWG061216P00105000,,put,12/16/2006,12/01/2006,105,0.05,0,0.05,0,5249,0.2793,0,0,0,0,SWGXA
SPY,140.22,*,SWG061216P00106000,,put,12/16/2006,12/01/2006,106,0,0,0.05,0,880,0.2793,0,0,-0.0001,0,SWGXB
SPY,140.22,*,SWG061216P00107000,,put,12/16/2006,12/01/2006,107,0.05,0,0.05,20,1285,0.2793,0,0,-0.0002,0.0001,SWGXC
SPY,140.22,*,SWG061216P00108000,,put,12/16/2006,12/01/2006,108,0.05,0,0.05,0,1117,0.2793,0,0,-0.0005,0.0001,SWGXD
SPY,140.22,*,SWG061216P00109000,,put,12/16/2006,12/01/2006,109,0,0,0.05,0,2892,0.2793,0,0,-0.0011,0.0003,SWGXE
SPY,140.22,*,SPY061216P00110000,,put,12/16/2006,12/01/2006,110,0.05,0,0.05,0,17231,0.2793,0,0,-0.0023,0.0007,SPYXF
SPY,140.22,*,SPY061216P00111000,,put,12/16/2006,12/01/2006,111,0.05,0,0.05,0,4971,0.2793,0,0,-0.0048,0.0013,SPYXG
SPY,140.22,*,SPY061216P00112000,,put,12/16/2006,12/01/2006,112,0.01,0,0.05,0,12692,0.2793,0,0,-0.0094,0.0026,SPYXH
SPY,140.22,*,SPY061216P00113000,,put,12/16/2006,12/01/2006,113,0.05,0,0.05,10,3878,0.2793,0,0,-0.0178,0.005,SPYXI
SPY,140.22,*,SPY061216P00114000,,put,12/16/2006,12/01/2006,114,0.05,0,0.05,0,8840,0.2793,-0.0001,0,-0.0329,0.0092,SPYXJ
SPY,140.22,*,SPY061216P00115000,,put,12/16/2006,12/01/2006,115,0.05,0,0.05,30,29350,0.2793,-0.0002,0.0001,-0.0588,0.0165,SPYXK
SPY,140.22,*,SPY061216P00116000,,put,12/16/2006,12/01/2006,116,0.05,0,0.05,0,6501,0.2793,-0.0003,0.0001,-0.1021,0.0287,SPYXL
SPY,140.22,*,SPY061216P00117000,,put,12/16/2006,12/01/2006,117,0.05,0,0.05,0,8139,0.2793,-0.0005,0.0002,-0.1724,0.0484,SPYXM
SPY,140.22,*,SPY061216P00118000,,put,12/16/2006,12/01/2006,118,0.05,0,0.05,0,8440,0.2793,-0.0008,0.0004,-0.2828,0.0794,SPYXN
SPY,140.22,*,RQQ061216P00119000,,put,12/16/2006,12/01/2006,119,0.05,0,0.05,0,605,0.2793,-0.0014,0.0006,-0.4513,0.1267,RQQXO
SPY,140.22,*,RQQ061216P00120000,,put,12/16/2006,12/01/2006,120,0.15,0,0.1,0,25,0.2793,-0.0023,0.0009,-0.7012,0.1969,RQQXP
SPY,140.22,*,RQQ061216P00121000,,put,12/16/2006,12/01/2006,121,0,0,0.1,0,128,0.2793,-0.0036,0.0014,-1.0612,0.298,RQQXQ
SPY,140.22,*,RQQ061216P00122000,,put,12/16/2006,12/01/2006,122,0,0,0.1,0,230,0.2793,-0.0055,0.002,-1.5655,0.4396,RQQXR
SPY,140.22,*,RQQ061216P00123000,,put,12/16/2006,12/01/2006,123,0.15,0,0.1,0,281,0.2793,-0.0084,0.0029,-2.2523,0.6324,RQQXS
SPY,140.22,*,RQQ061216P00124000,,put,12/16/2006,12/01/2006,124,0.05,0,0.1,0,36,0.2793,-0.0123,0.0041,-3.1623,0.8879,RQQXT
SPY,140.22,*,RQQ061216P00125000,,put,12/16/2006,12/01/2006,125,0.1,0,0.1,0,534,0.2793,-0.0178,0.0056,-4.3353,1.2171,RQQXU
SPY,140.22,*,RQQ061216P00126000,,put,12/16/2006,12/01/2006,126,0.1,0,0.1,0,9373,0.2793,-0.0251,0.0076,-5.8062,1.63,RQQXV
SPY,140.22,*,RQQ061216P00127000,,put,12/16/2006,12/01/2006,127,0.08,0.05,0.15,0,1436,0.2793,-0.0348,0.0099,-7.6011,2.1338,RQQXW
SPY,140.22,*,RQQ061216P00128000,,put,12/16/2006,12/01/2006,128,0.05,0.05,0.15,0,17879,0.2718,-0.0429,0.0121,-8.7808,2.5327,RQQXX
SPY,140.22,*,RQQ061216P00129000,,put,12/16/2006,12/01/2006,129,0.15,0.05,0.15,8000,3192,0.2648,-0.0533,0.0147,-10.1785,3.013,RQQXY
SPY,140.22,*,SFB061216P00130000,,put,12/16/2006,12/01/2006,130,0,0.05,0.1,82,59131,0.2581,-0.0664,0.018,-11.785,3.5787,SFBXZ
SPY,140.22,*,SFB061216P00131000,,put,12/16/2006,12/01/2006,131,0,0.05,0.1,246,62621,0.2519,-0.0829,0.0218,-13.6352,4.2418,SFBXA
SPY,140.22,*,SFB061216P00132000,,put,12/16/2006,12/01/2006,132,0,0.05,0.1,519,42227,0.246,-0.1035,0.0263,-15.6908,4.9975,SFBXB
SPY,140.22,*,SFB061216P00133000,,put,12/16/2006,12/01/2006,133,0,0.1,0.15,154,37042,0.2405,-0.129,0.0315,-17.9354,5.842,SFBXC
SPY,140.22,*,SFB061216P00134000,,put,12/16/2006,12/01/2006,134,0,0.1,0.2,318,21736,0.2354,-0.1601,0.0372,-20.3092,6.7571,SFBXD
SPY,140.22,*,SFB061216P00135000,,put,12/16/2006,12/01/2006,135,0,0.15,0.25,2503,59992,0.2306,-0.1973,0.0433,-22.7016,7.7086,SFBXE
SPY,140.22,*,SFB061216P00136000,,put,12/16/2006,12/01/2006,136,0,0.2,0.3,2078,36806,0.2263,-0.2413,0.0495,-25.0175,8.6542,SFBXF
SPY,140.22,*,SFB061216P00137000,,put,12/16/2006,12/01/2006,137,0,0.35,0.4,10623,46450,0.2223,-0.2919,0.0555,-27.0668,9.5289,SFBXG
SPY,140.22,*,SFB061216P00138000,,put,12/16/2006,12/01/2006,138,0,0.5,0.55,18050,49425,0.2188,-0.3489,0.0608,-28.7083,10.2653,SFBXH
SPY,140.22,*,SFB061216P00139000,,put,12/16/2006,12/01/2006,139,0,0.75,0.85,38945,40571,0.2156,-0.4111,0.0648,-29.7455,10.7902,SFBXI
SPY,140.22,*,SFB061216P00140000,,put,12/16/2006,12/01/2006,140,0,1.2,1.25,20114,50971,0.2128,-0.4771,0.0672,-30.0603,11.0438,SFBXJ
SPY,140.22,*,SFB061216P00141000,,put,12/16/2006,12/01/2006,141,0,1.7,1.8,3962,23137,0.2104,-0.5449,0.0676,-29.5789,10.9864,SFBXK
SPY,140.22,*,SFB061216P00142000,,put,12/16/2006,12/01/2006,142,0,2.4,2.5,1361,8829,0.2083,-0.6122,0.066,-28.2902,10.6091,SFBXL
SPY,140.22,*,SFB061216P00143000,,put,12/16/2006,12/01/2006,143,0,3.3,3.4,580,5226,0.2067,-0.6766,0.0623,-26.3094,9.9384,SFBXM
SPY,140.22,*,SFB061216P00144000,,put,12/16/2006,12/01/2006,144,0,4.1,4.4,13,2460,0.2055,-0.7361,0.0569,-23.7796,9.0318,SFBXN
SPY,140.22,*,SFB061216P00145000,,put,12/16/2006,12/01/2006,145,0,5.1,5.3,33,2404,0.2046,-0.7893,0.0504,-20.8859,7.9655,SFBXO
SPY,140.22,*,SFB061216P00146000,,put,12/16/2006,12/01/2006,146,6.3,6.2,6.5,0,146,0.2041,-0.8351,0.0433,-17.8586,6.8275,SFBXP
SPY,140.22,*,SFB061216P00147000,,put,12/16/2006,12/01/2006,147,7.3,7.2,7.5,0,351,0.204,-0.8733,0.0362,-14.8928,5.6989,SFBXQ
SPY,140.22,*,SFB061216P00148000,,put,12/16/2006,12/01/2006,148,9.3,8.2,8.5,0,100,0.2043,-0.9041,0.0294,-12.1407,4.6446,SFBXR
SPY,140.22,*,SFB061216P00149000,,put,12/16/2006,12/01/2006,149,10.5,9.2,9.5,0,263,0.205,-0.9283,0.0234,-9.7006,3.7079,SFBXS
SPY,140.22,*,SYH061216P00150000,,put,12/16/2006,12/01/2006,150,10.3,10.2,10.5,120,430,0.206,-0.9468,0.0183,-7.6046,2.9063,SYHXT
SPY,140.22,*,SYH061216P00155000,,put,12/16/2006,12/01/2006,155,15,15.2,15.4,0,277,0.206,-0.9904,0.0036,-1.2284,0.5661,SYHXY
SPY,140.22,*,SYH061216P00160000,,put,12/16/2006,12/01/2006,160,20.7,20.2,20.4,200,438,0.206,-0.9971,0.0004,0.3548,0.0628,SYHXD
SPY,140.22,*,SWV070120C00060000,,call,01/20/2007,12/01/2006,60,80.1,80.1,80.4,12,155,0.1707,0.9944,0,2.6294,0,SWVAH
SPY,140.22,*,SWV070120C00065000,,call,01/20/2007,12/01/2006,65,75.1,75.1,75.4,12,0,0.1707,0.9944,0,2.3633,0,SWVAM
SPY,140.22,*,SZC070120C00070000,,call,01/20/2007,12/01/2006,70,70.1,70.1,70.4,12,10,0.1707,0.9944,0,2.0972,0,SZCAR
SPY,140.22,*,SZC070120C00075000,,call,01/20/2007,12/01/2006,75,64.3,65.1,65.4,0,10,0.1707,0.9944,0,1.8311,0,SZCAW
SPY,140.22,*,SZC070120C00080000,,call,01/20/2007,12/01/2006,80,60.5,60.1,60.4,0,50,0.1707,0.9944,0,1.5651,0,SZCAB
SPY,140.22,*,SZC070120C00085000,,call,01/20/2007,12/01/2006,85,54.4,55.1,55.4,0,10,0.1707,0.9944,0,1.299,0,SZCAG
SPY,140.22,*,SWG070120C00090000,,call,01/20/2007,12/01/2006,90,50.5,50.1,50.4,0,24,0.1707,0.9944,0,1.0329,0,SWGAL
SPY,140.22,*,SWG070120C00091000,,call,01/20/2007,12/01/2006,91,49.5,49.1,49.4,0,26,0.1707,0.9944,0,0.9797,0,SWGAM
SPY,140.22,*,SWG070120C00092000,,call,01/20/2007,12/01/2006,92,0,48.1,48.4,0,0,0.1707,0.9944,0,0.9265,0,SWGAN
SPY,140.22,*,SWG070120C00093000,,call,01/20/2007,12/01/2006,93,0,47.1,47.4,0,0,0.1707,0.9944,0,0.8733,0,SWGAO
SPY,140.22,*,SWG070120C00094000,,call,01/20/2007,12/01/2006,94,0,46.1,46.4,0,0,0.1707,0.9944,0,0.8201,0,SWGAP
SPY,140.22,*,SWG070120C00095000,,call,01/20/2007,12/01/2006,95,43.5,45.1,45.4,0,103,0.1707,0.9944,0,0.7669,0,SWGAQ
SPY,140.22,*,SWG070120C00096000,,call,01/20/2007,12/01/2006,96,0,44.1,44.4,0,0,0.1707,0.9944,0,0.7137,0,SWGAR
SPY,140.22,*,SWG070120C00097000,,call,01/20/2007,12/01/2006,97,42,43.1,43.4,0,115,0.1707,0.9944,0,0.6604,0,SWGAS
SPY,140.22,*,SWG070120C00098000,,call,01/20/2007,12/01/2006,98,41,42.1,42.4,0,130,0.1707,0.9944,0,0.6072,0,SWGAT
SPY,140.22,*,SWG070120C00099000,,call,01/20/2007,12/01/2006,99,40,41.2,41.4,0,45,0.1707,0.9944,0,0.554,0,SWGAU
SPY,140.22,*,SWG070120C00100000,,call,01/20/2007,12/01/2006,100,40.63,40.2,40.4,0,25,0.1707,0.9944,0,0.5008,0,SWGAV
SPY,140.22,*,SWG070120C00101000,,call,01/20/2007,12/01/2006,101,0,39.2,39.4,0,0,0.1707,0.9944,0,0.4476,0,SWGAW
SPY,140.22,*,SWG070120C00102000,,call,01/20/2007,12/01/2006,102,37.1,38.2,38.4,0,10,0.1707,0.9944,0,0.3943,0,SWGAX
SPY,140.22,*,SWG070120C00103000,,call,01/20/2007,12/01/2006,103,35,37.2,37.4,0,22,0.1707,0.9944,0,0.3411,0.0001,SWGAY
SPY,140.22,*,SWG070120C00104000,,call,01/20/2007,12/01/2006,104,34.1,36.2,36.5,0,7,0.1707,0.9944,0,0.2878,0.0002,SWGAZ
SPY,140.22,*,SWG070120C00105000,,call,01/20/2007,12/01/2006,105,33.8,35.2,35.5,0,30,0.1707,0.9944,0,0.2345,0.0004,SWGAA
SPY,140.22,*,SWG070120C00106000,,call,01/20/2007,12/01/2006,106,32.8,34.2,34.5,0,15,0.1707,0.9944,0,0.181,0.0008,SWGAB
SPY,140.22,*,SWG070120C00107000,,call,01/20/2007,12/01/2006,107,31.9,33.2,33.5,0,15,0.1707,0.9944,0,0.1274,0.0015,SWGAC
SPY,140.22,*,SWG070120C00108000,,call,01/20/2007,12/01/2006,108,31,32.2,32.5,0,45,0.1707,0.9944,0,0.0733,0.0028,SWGAD
SPY,140.22,*,SWG070120C00109000,,call,01/20/2007,12/01/2006,109,31.3,31.2,31.5,0,45,0.1707,0.9943,0,0.0186,0.0052,SWGAE
